name,header,superhost,guests_rooms,rating,reviews,location,rarity,rarity_desc,house_rules,health_safety,cancellation,host_response,per night,total price,url,host
"It is an entire inn 5 minutes' walk from Kyoto Station, so you can safely stay without contact with other guests.",Entire home,Superhost,5 guests · 2 bedrooms · 5 beds · 1 bath,4.93 ·,27 reviews,"Minami-ku, Kyoto, Kyoto, Japan",Lower price.,Your dates are $155 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: 4:00 PM - 9:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo pets,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 19.,Policy number: M260027132Response rate: 100%Response time: within an hour,$102.36 x 7 nights,$757.88,https://www.airbnb.com/rooms/45284955?adults=2&children=0&infants=0&check_in=2022-08-20&check_out=2022-08-27&previous_page_section_name=1000,林音
The best location will give you memories of Kyoto!,Entire villa,Superhost,5 guests · 2 bedrooms · 2 beds · 1 bath,5.0 ·,51 reviews,"Kyoto City, Kyoto, Japan",None,None,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMSelf check-in with keypadNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Jul 17.,Policy number: Hotels and Inns Business Act | 京都市指令保医 | 京都市指令保医セ第２２５号Response rate: 100%Response time: within an hour,$201.56 x 7 nights,"$1,005.15",https://www.airbnb.com/rooms/37645444?adults=2&children=0&infants=0&check_in=2022-08-16&check_out=2022-08-23&previous_page_section_name=1000,Takeshi
Entire 2-bedroom house near Kyoto Station,Entire home,Superhost,3 guests · 2 bedrooms · 2 beds · 1 bath,4.88 ·,261 reviews,"Kyōto, Kyōto Prefecture, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Jul 31.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第34号Languages: English, 日本語Response rate: 100%Response time: within an hour",$33.45 x 7 nights,$271.93,https://www.airbnb.com/rooms/7229581?adults=2&children=0&infants=0&check_in=2022-08-01&check_out=2022-08-08&previous_page_section_name=1000,Sanae
Very convenient location! brandnew beautiful RoomB,Entire condo,Superhost,4 guests · 1 bedroom · 4 beds · 1 bath,4.83 ·,101 reviews,"Kyoto, Kyoto Prefecture, Japan",This is a rare find.,Hisano's place on Airbnb is usually fully booked.,House rulesCheck-in: 3:00 PM - 2:00 AMCheckout: 12:00 PMNo petsNo parties or events󱤇Smoking is allowed,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 24.,"Policy number: Hotels and Inns Business Act | 京都市保健福祉局医療衛生推進室医療衛生センター | 京都市指令保医セ第379号Languages: English, 日本語Response rate: 100%Response time: within an hour",$55.11 x 7 nights,$344.12,https://www.airbnb.com/rooms/23277898?adults=2&children=0&infants=0&check_in=2022-08-25&check_out=2022-09-01&previous_page_section_name=1000,Hisano
【Disinfection】KyotoShijoSta.4mins!King Deluxe R302,Entire rental unit,Superhost,2 guests · 1 bedroom · 1 bed · 1 bath,4.96 ·,153 reviews,"Shimogyō-ku, Kyōto-shi, Kyōto-fu, Japan",Lower price.,Your dates are $108 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: After 4:00 PMCheckout: 11:00 AMSelf check-in with building staffNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 17.,"Policy number: Hotels and Inns Business Act | 京都市指令保医 | セ第835号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$30.14 x 7 nights,$265.77,https://www.airbnb.com/rooms/23986565?adults=2&children=0&infants=0&check_in=2022-08-18&check_out=2022-08-25&previous_page_section_name=1000,Aika
Kyostay Iroha Toji Main - Room No.8,Entire rental unit,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.70 ·,23 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 23.,Policy number: Hotels and Inns Business Act | 京都市長　門川　大作 | 京都市指令保医セ第877号Response rate: 100%Response time: within an hour,$35.32 x 7 nights,$246.12,https://www.airbnb.com/rooms/23567728?adults=2&children=0&infants=0&check_in=2022-08-24&check_out=2022-08-31&previous_page_section_name=1000,Toji Main
Walk toKyotoStation10mins 2BRMachiya of Zen Garden,Entire townhouse,None,4 guests · 2 bedrooms · 1 bed · 1.5 baths,4.83 ·,36 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $157Show more",Free cancellation before Jul 27.,"Policy number: Hotels and Inns Business Act | 京都市指令保医ャ | 京都市指令保医セ第409号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$64.96 x 7 nights,$485.91,https://www.airbnb.com/rooms/15318188?adults=2&children=0&infants=0&check_in=2022-08-01&check_out=2022-08-08&previous_page_section_name=1000,Candy
"""Yasha"" machiya-style private house/Kyoto station 11min by walk/Kujo station 7min by walk/Suitable for two travelers/Family stay/Close to bus stop!",Entire townhouse,None,4 guests · 2 bedrooms · 4 beds · 1 bath,,1 review,"Minami Ward, Kyoto, Kyoto, Japan",This is a rare find.,Cecilia's place on Airbnb is usually fully booked.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with building staffNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠁Carbon monoxide detector not required Show moreSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $94Show more",Free cancellation before Aug 17.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第４０号Languages: English, 日本語Response rate: 100%Response time: within an hour",$37.40 x 7 nights,$331.70,https://www.airbnb.com/rooms/51553474?adults=2&children=0&infants=0&check_in=2022-08-22&check_out=2022-08-29&previous_page_section_name=1000,Naoyuki
A room for rent in Kyomachiya,Entire townhouse,Superhost,10 guests · 3 bedrooms · 8 beds · 1 bath,5.0 ·,5 reviews,"Higashiyama Ward, Kyoto, Kyoto, Japan",This is a rare find.,盛久's place on Airbnb is usually fully booked.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNot suitable for children and infantsNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation before Jul 21.,Policy number: Hotels and Inns Business Act | 京都市保健福祉局 医療衛生推進室 医療衛生センター | 京都市指令　保保医　第849号Response rate: 100%Response time: within a few hours,$101.23 x 7 nights,$857.63,https://www.airbnb.com/rooms/47111200?adults=2&children=0&infants=0&check_in=2022-08-20&check_out=2022-08-27&previous_page_section_name=1000,盛久
Kyostay Iroha Toji Annex - Standard Twin Room A,Entire rental unit,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.85 ·,105 reviews,"京都市, 京都府, Japan",Lower price.,Your dates are $234 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 28.,Policy number: Hotels and Inns Business Act | 京都市長　門川　大作 | 京都市指令保保医第170号Response rate: 100%Response time: within an hour,$28.23 x 7 nights,$217.32,https://www.airbnb.com/rooms/13517814?adults=2&children=0&infants=0&check_in=2022-08-29&check_out=2022-09-05&previous_page_section_name=1000,Toji Annex
Japan Style! 1min to Sta. Convenient traffic♪♪,Entire home,None,4 guests · 1 bedroom · 4 beds · 1 bath,4.91 ·,176 reviews,"京都市, 京都府, Japan",Good price.,Your dates are $10 less than the avg. nightly rate over the last 3 months.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with lockboxNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show more󱠆Smoke alarm not reported Show more󰐂Security Deposit - if you damage the home, you may be charged up to $89Show more",Free cancellation before Aug 3.,"Policy number: Hotels and Inns Business Act | 京都市保健福祉局医療衛生推進医療衛生センター | 京都市指令保医セ第512号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$47.24 x 7 nights,$436.66,https://www.airbnb.com/rooms/19895698?adults=2&children=0&infants=0&check_in=2022-08-08&check_out=2022-08-15&previous_page_section_name=1000,Yusuke
"Single-family house for rent, 120-year-old old house, tourist center Kyoto station 9 minutes on foot, Aeon Mall 5 minutes on foot, air-conditioned with ventilation",Entire home,Superhost,4 guests · 1 bedroom · 4 beds · 1 bath,4.93 ·,216 reviews,"Minami Ward, Kyoto, Kyoto Prefecture, Japan",None,None,House rulesCheck-in: After 2:00 PMCheckout: 11:00 AMSelf check-in with smart lockNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 29.,"Policy number: Hotels and Inns Business Act | 京都市長 | 京都市指令保医セ第１００号　　平成29年5月10日Languages: English, 日本語Response rate: 100%Response time: within an hour",$46.52 x 7 nights,$379.39,https://www.airbnb.com/rooms/19333140?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,義二郎
Near kyoto station Cozy room in traditional house,Private room in townhouse,None,2 guests · 1 bedroom · 2 beds · 2 shared baths,4.94 ·,93 reviews,"Minami-ku, Kyōto-shi, Kyōto-fu, Japan",Lower price.,Your dates are $107 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: 2:00 PM - 9:00 PMCheckout: 10:00 AMNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $157Show more",Free cancellation before Jul 31.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第　161　号Languages: English, 日本語Response rate: 100%Response time: within an hour",$23.62 x 7 nights,$187.80,https://www.airbnb.com/rooms/25369060?adults=2&children=0&infants=0&check_in=2022-08-05&check_out=2022-08-12&previous_page_section_name=1000,Naoyuki
Kyoto Nijo Station and Style Homestay [Shoyunju] (with Homestay License),Entire home,None,5 guests · 3 bedrooms · 5 beds · 1 bath,4.80 ·,142 reviews,"Nakagyō-ku, Kyōto-shi, Kyōto-fu, Japan",Good price.,Your dates are $11 less than the avg. nightly rate over the last 3 months.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation before Aug 21.,Policy number: Hotels and Inns Business Act | 京都市医務衛生課 | 京都市指令保保医第1941号Response rate: 100%Response time: within an hour,$43.30 x 7 nights,$391.46,https://www.airbnb.com/rooms/17288647?adults=2&children=0&infants=0&check_in=2022-08-22&check_out=2022-08-29&previous_page_section_name=1000,祥雲居
80㎡ Machiya 2BR with Zen garden near FourSeason,Entire home,None,5 guests · 2 bedrooms · 3 beds · 1.5 baths,4.84 ·,32 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $118Show more",Free cancellation before Aug 8.,"Policy number: Hotels and Inns Business Act | 京都市指令保医ｾ | 京都市指令保医セ第405号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$84.09 x 7 nights,$582.04,https://www.airbnb.com/rooms/17389334?adults=2&children=0&infants=0&check_in=2022-08-13&check_out=2022-08-20&previous_page_section_name=1000,Candy
"Japanese-style Machiya Datsuki, two-storey house in a detached building",Entire townhouse,None,4 guests · 2 bedrooms · 2 beds · 1 bath,4.88 ·,86 reviews,"Kyoto, Kyoto Prefecture, Japan",None,None,House rulesCheck-in: 3:00 PM - 8:00 PMCheckout: 11:00 AMSelf check-in with keypadNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation before Jul 2.,"Policy number: Hotels and Inns Business Act | 京都市指令保保医 | 第438号Languages: 中文 (简体), 日本語Response rate: 100%Response time: within an hour",$81.88 x 5 nights,$521.11,https://www.airbnb.com/rooms/7570131?adults=2&children=0&infants=0&check_in=2022-08-01&check_out=2022-08-06&previous_page_section_name=1000,Jun
Shiki Homes | KUMEI 空明,Entire townhouse,Superhost,6 guests · 2 bedrooms · 6 beds · 1.5 baths,5.0 ·,7 reviews,"Shimogyo Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 15.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第5号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$182.05 x 7 nights,"$1,131.13",https://www.airbnb.com/rooms/48855828?adults=2&children=0&infants=0&check_in=2022-08-20&check_out=2022-08-27&previous_page_section_name=1000,Shiki
Japanese and Western-style room with a view of the Kamogawa River (room 201),Private room in rental unit,Superhost,4 guests · 1 bedroom · 2 beds · 1 private bath,4.94 ·,17 reviews,"Higashiyama Ward, Kyoto, Kyoto, Japan",This is a rare find.,Naoya尚矢's place on Airbnb is usually fully booked.,House rulesCheck-in: 3:00 PM - 12:00 AMNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 24.,"Policy number: Hotels and Inns Business Act | 京都市医療衛生センター | 京都市指令保医セ第340号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$55.11 x 7 nights,$405.20,https://www.airbnb.com/rooms/46719422?adults=2&children=0&infants=0&check_in=2022-08-25&check_out=2022-09-01&previous_page_section_name=1000,Naoya尚矢
Walk toKyotoStation12mins 2BRMachiya of Zen Garden,Entire villa,None,4 guests · 2 bedrooms · 1 bed · 1.5 baths,4.79 ·,52 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $157Show more",Free cancellation before Aug 20.,"Policy number: Hotels and Inns Business Act | 京都市指令保医ャ | 京都市指令保医セ第410号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$64.96 x 7 nights,$494.89,https://www.airbnb.com/rooms/15185203?adults=2&children=0&infants=0&check_in=2022-08-25&check_out=2022-09-01&previous_page_section_name=1000,Candy
